**************************************************************************************************************************
 POS Exterior Orientation Computation Utility         Version  5.4
 Copyright (C) 1997-2011 by Applanix Corporation      [Jun 15 2011] 
 All rights reserved.                                        
**************************************************************************************************************************
 
 Parameter setup:
 POSPROC SBET file: E:\Imagery_DSS\DSS_Boresites\2011_NCMP_BS\110625_1\000001_17656244_BS\000001_17656244_BS\110625_1\Proc\sbet_110625_1.out 
 Camera mid-exposure event file: E:\Imagery_DSS\DSS_Boresites\2011_NCMP_BS\110625_1\000001_17656244_BS\000001_17656244_BS\110625_1\Extract\event1_110625_1.dat 
   Event time shift: -0.002400 sec 
 Photo ID file: E:\Imagery_DSS\DSS_Boresites\2011_NCMP_BS\110625_1\000001_17656244_BS\photo_id.dat 
   Photo ID file format: 2 Fields (Time, Photo ID) Format 
   Offset between PHOTO ID and EVENT file times: 0.000000 sec 
   PHOTO ID time tolerance: 0.300000 sec 
 Mapping frame datum: NAD83  ; a = 6378137.000000; 1/f = 298.257222;
 Coordinate transformation from WGS84 to mapping frame datum 
    dX = 0.984000; dY = -1.916000; dZ = -0.511000; f = 0.999999999017; 
    R1 = 0.000000127215; R2 = 0.000000045282; R3 = 0.000000055463;
 sequence of the rotations: x,y,z,1 
 Mapping frame projection : TM;
 central meridian = -87.000000 deg;
 latitude of the grid origin = 0.000000 deg; grid scale factor = 0.999600: 
 false easting = 500000.000000 m; false northing = 0.000000 m; 
 Sequence of the rotation from mapping to image frame: 
    First rotation is about the 'x' axis by the 'omega' angle. 
    Second rotation is about the 'y' axis by the 'phi' angle. 
    Third rotation is about the 'z' axis by the 'kappa' angle. 
 Kappa cardinal rotation:  -90.000 deg. 
 Boresight values: tx =        3.6833 arc min, ty =        6.5434 arc min, tz =        6.9228 arc min. 
 Lever arm values: lx =        0.0000 m, ly =        0.0000 m, lz =        0.0000 m. 
Shift values: X = -0.504388 meter, Y = 0.810880 meter, Z = -1.116507 meter 


 POS/AV Computed Data at Camera Perspective Centre
Grid: Universal Transverse Mercator  ;Zone: UTM North 16 (90W to 84W)  ;Datum: NAD83  ;Local Transformation: NONE  ;

 Record Format:

 ID, # EVENT, TIME (s), EASTING, NORTHING, ELLIPSOID HEIGHT, OMEGA, PHI, KAPPA, LAT, LONG

 (position in Meters, orientation in Degrees, lat, long in Deg) 


17657707	    3  576091.066218  470696.886 5155353.811 1997.734    2.43560    2.26026   89.58606 46.55110533 -87.38224152
17657714	    4  576097.862895  470245.145 5155355.018 1998.585    1.20533    2.27140   89.94365 46.55109635 -87.38813425
17657721	    5  576104.692411  469792.161 5155355.483 1998.236    0.61550    2.43972   89.90093 46.55108034 -87.39404314
17657728	    6  576111.470650  469344.780 5155362.395 1998.406    0.70082    2.44766   88.73466 46.55112229 -87.39987937
17657734	    7  576118.247587  468899.602 5155374.085 1997.834    1.00357    2.47764   88.90336 46.55120704 -87.40568719
17657741	    8  576125.148324  468447.798 5155384.537 1997.738    0.64719    2.69769   88.59335 46.55128004 -87.41158137
17657748	    9  576132.096894  467995.502 5155396.363 1998.326    0.77697    2.81253   88.48216 46.55136510 -87.41748208
17657755	   10  576138.957763  467551.641 5155409.321 1999.398    0.96046    2.66215   88.28551 46.55146043 -87.42327285
17658692	   11  577076.031430  470697.712 5156241.976 2006.633    0.83407    2.89497   89.09746 46.55909819 -87.38228687
17658699	   12  577083.040835  470247.781 5156250.552 2007.683    1.84550    2.68497   89.70781 46.55915561 -87.38815732
17658706	   13  577089.983802  469802.991 5156255.870 2008.239    1.33647    2.67117   89.41681 46.55918363 -87.39396050
17658713	   14  577097.005696  469352.993 5156260.797 2006.799    0.75503    2.51334   89.36168 46.55920760 -87.39983161
17658720	   15  577104.088379  468898.025 5156267.586 2006.090    0.86490    2.83692   89.15614 46.55924779 -87.40576769
17658727	   16  577111.050137  468451.833 5156276.065 2007.072    0.88736    2.66944   88.85734 46.55930330 -87.41158939
17658734	   17  577118.044247  468004.179 5156286.563 2006.744    0.69080    2.61287   88.56192 46.55937662 -87.41743031
17658741	   18  577125.041205  467556.377 5156300.288 2006.500    0.81201    2.72859   88.09354 46.55947866 -87.42327341
17659336	   19  577719.389728  470061.577 5154169.986 1383.492    2.50272   -0.90889   -0.29547 46.54042377 -87.39045230
17659340	   20  577724.288035  470060.620 5154473.979 1383.036    2.48265   -1.16852    0.56860 46.54315945 -87.39048439
17659345	   21  577729.198501  470058.039 5154779.583 1382.700    2.49408   -0.00427    0.56525 46.54590955 -87.39053777
17659350	   22  577733.900213  470056.959 5155072.849 1382.422    2.52444   -0.44862    0.30889 46.54854868 -87.39057079
17659355	   23  577738.647450  470056.034 5155369.413 1382.118    2.55864   -0.84150    0.37480 46.55121750 -87.39060200
17659360	   24  577743.417252  470053.788 5155667.526 1381.589    2.56373   -0.91131    0.68010 46.55390019 -87.39065055
17659364	   25  577748.320501  470049.401 5155974.034 1381.173    2.61328   -1.03402    1.22359 46.55665834 -87.39072757
17659369	   26  577753.106269  470042.634 5156273.175 1381.282    2.61906   -0.65796    1.67510 46.55935008 -87.39083518
17659374	   27  577757.866908  470035.966 5156570.767 1382.151    2.44802    2.66693    0.99563 46.56202790 -87.39094141
17659379	   28  577762.613652  470035.207 5156867.722 1383.259    2.42525   -0.86915    0.34784 46.56470023 -87.39097051
17659384	   29  577767.368179  470034.213 5157165.478 1383.434    2.23491   -0.55371    0.24826 46.56737977 -87.39100273
17659388	   30  577772.234776  470033.194 5157470.963 1383.205    2.24998   -0.79168    0.35075 46.57012885 -87.39103578
17659562	   31  577946.320363  469457.347 5157468.523 1385.543   -3.36888    0.45524 -179.00527 46.57008096 -87.39854977
17659567	   32  577950.864076  469458.944 5157169.570 1385.161   -3.57076   -2.27199  179.82546 46.56739069 -87.39850923
17659572	   33  577955.348633  469454.576 5156874.989 1384.872   -3.24616    1.78186  179.42835 46.56473949 -87.39854681
17659576	   34  577959.940593  469451.573 5156573.186 1384.765   -3.40025    0.47167  179.59121 46.56202335 -87.39856610
17659581	   35  577964.506840  469448.510 5156273.070 1384.364   -3.31070    0.80361  179.58304 46.55932240 -87.39858628
17659585	   36  577969.032354  469445.839 5155975.459 1383.908   -3.47478    0.72155  179.71745 46.55664400 -87.39860152
17659590	   37  577973.643168  469443.356 5155672.534 1384.126   -3.66891    0.54874  179.74357 46.55391779 -87.39861395
17659594	   38  577978.193054  469440.690 5155374.390 1384.689   -3.61029    0.49862  179.60819 46.55123460 -87.39862908
17659599	   39  577982.788574  469437.515 5155073.820 1385.115   -3.53325    0.47709  179.41053 46.54852955 -87.39865069
17659603	   40  577987.264179  469433.851 5154781.428 1385.310   -3.48587    0.65936  179.24972 46.54589807 -87.39867922
17659608	   41  577991.897084  469429.841 5154478.946 1385.015   -3.50482    0.68197  179.40393 46.54317577 -87.39871159
17659613	   42  577996.596346  469425.661 5154172.254 1384.538   -3.46646    0.75428  179.31998 46.54041557 -87.39874590
17659794	   43  578178.344895  468859.111 5154182.354 1387.905    2.88492   -3.22022   -0.33904 46.54048047 -87.40613537
17659799	   44  578183.106185  468855.979 5154480.580 1387.855    2.76662   -0.54281    1.58767 46.54316414 -87.40619624
17659804	   45  578187.886293  468849.475 5154780.470 1388.536    2.62982    0.79183    0.83614 46.54586263 -87.40630119
17659809	   46  578192.574590  468846.599 5155075.390 1389.075    2.53435   -1.68529    0.62358 46.54851656 -87.40635851
17659814	   47  578197.386846  468841.208 5155378.982 1388.590    2.43673   -1.54497    1.57020 46.55124841 -87.40644922
17659818	   48  578202.042957  468832.290 5155673.657 1388.113    2.10666    2.92996    1.56906 46.55389984 -87.40658536
17659823	   49  578206.810635  468829.015 5155976.890 1387.967    2.16015    1.29010    0.04304 46.55662856 -87.40664846
17659828	   50  578211.504487  468831.374 5156276.854 1387.854    2.24297   -0.45588   -0.66948 46.55932811 -87.40663785
17659832	   51  578216.105419  468834.712 5156571.977 1387.823    2.18839   -0.77020   -0.56183 46.56198415 -87.40661414
17659837	   52  578220.787698  468837.463 5156873.391 1387.620    2.10675   -1.00440   -0.31249 46.56469677 -87.40659852
17659842	   53  578225.386697  468838.416 5157170.022 1386.365    1.99015   -1.15488    0.20382 46.56736626 -87.40660604
17659846	   54  578230.129439  468836.735 5157475.539 1384.282    2.31631   -1.38540    0.69801 46.57011560 -87.40664851
17660027	   55  578410.835584  468293.463 5157475.620 1384.787   -3.28184    0.06738 -179.24445 46.57009090 -87.41373758
17660031	   56  578415.261046  468295.265 5157177.020 1384.957   -3.35204   -2.56671  179.75335 46.56740383 -87.41369364
17660036	   57  578419.666757  468289.417 5156880.890 1384.650   -2.99059    1.66352  178.73360 46.56473862 -87.41374968
17660040	   58  578424.169969  468283.876 5156578.527 1384.654   -3.18674    0.73260  179.42317 46.56201732 -87.41380129
17660045	   59  578428.645583  468279.938 5156278.434 1385.812   -3.22013    0.34378  179.38137 46.55931653 -87.41383214
17660049	   60  578433.154334  468275.475 5155976.827 1386.941   -2.95745    0.31457  179.21167 46.55660209 -87.41386972
17660054	   61  578437.597601  468270.574 5155679.648 1386.159   -2.69799    0.61633  179.22716 46.55392748 -87.41391333
17660058	   62  578442.082100  468265.747 5155378.933 1384.457   -2.89392    0.46113  179.14404 46.55122105 -87.41395572
17660063	   63  578446.458878  468261.009 5155085.175 1383.700   -3.15241    0.59372  179.10679 46.54857723 -87.41399742
17660067	   64  578450.948410  468256.357 5154784.399 1383.370   -3.40992    0.53432  179.16685 46.54587025 -87.41403752
17660072	   65  578455.463087  468251.780 5154482.936 1383.058   -3.42776    0.54221  179.27077 46.54315709 -87.41407658
17660076	   66  578459.989999  468247.321 5154181.532 1382.945   -3.56628    0.57738  179.26310 46.54044447 -87.41411411
17660286	   67  578669.406621  470694.475 5155322.610 2022.628    2.04305    2.64844   87.79740 46.55082444 -87.38227099
17660293	   68  578676.533916  470244.802 5155336.106 2023.828    1.90262    2.58594   88.75347 46.55092614 -87.38813751
17660300	   69  578683.608225  469795.243 5155343.708 2024.495    0.83245    2.61406   89.14466 46.55097451 -87.39400218
17660307	   70  578690.582113  469349.464 5155351.054 2024.368    1.68538    2.33908   89.19341 46.55102044 -87.39981752
17660314	   71  578697.626230  468896.262 5155356.488 2023.969    0.45335    2.49966   89.07735 46.55104853 -87.40572958
17660321	   72  578704.591962  468446.293 5155362.245 2023.315    0.73981    2.45926   89.60831 46.55107937 -87.41159948
17660328	   73  578711.456399  468001.562 5155368.804 2023.144    1.62288    2.41157   89.23076 46.55111737 -87.41740112
17660335	   74  578718.459735  467546.819 5155374.194 2023.138    0.85947    2.48229   89.36142 46.55114408 -87.42333329
